stopwords_removed,trigrams_mlbb
"['hampir', 'semuah', 'gelap', 'kecewa']","[('hampir', 'semuah', 'gelap'), ('semuah', 'gelap', 'kecewa')]"
"['rusak', 'rusak']",[]
"['kenapa', 'selalu', 'bot', 'capek']","[('kenapa', 'selalu', 'bot'), ('selalu', 'bot', 'capek')]"
['bagong'],[]
"['gelap', 'banyak']",[]
"['banyak', 'darksistem', 'n', 'lag']","[('banyak', 'darksistem', 'n'), ('darksistem', 'n', 'lag')]"
"['skrng', 'suka', 'lag', 'pdahl', 'bukak', 'apk', 'lain', 'lancaraja']","[('skrng', 'suka', 'lag'), ('suka', 'lag', 'pdahl'), ('lag', 'pdahl', 'bukak'), ('pdahl', 'bukak', 'apk'), ('bukak', 'apk', 'lain'), ('apk', 'lain', 'lancaraja')]"
"['bagus', 'semua', 'dowlodtannya', 'selalu', 'hilang', 'tinggal', 'sekolah', 'smp', 'hilang', 'mohon', 'baik', 'moga', 'perhati', 'segitu', 'mohon', 'kerja']","[('bagus', 'semua', 'dowlodtannya'), ('semua', 'dowlodtannya', 'selalu'), ('dowlodtannya', 'selalu', 'hilang'), ('selalu', 'hilang', 'tinggal'), ('hilang', 'tinggal', 'sekolah'), ('tinggal', 'sekolah', 'smp'), ('sekolah', 'smp', 'hilang'), ('smp', 'hilang', 'mohon'), ('hilang', 'mohon', 'baik'), ('mohon', 'baik', 'moga'), ('baik', 'moga', 'perhati'), ('moga', 'perhati', 'segitu'), ('perhati', 'segitu', 'mohon'), ('segitu', 'mohon', 'kerja')]"
"['seru', 'iklann', 'skin', 'banyakk', 'lukas', 'zilong', 'lain', 'lain']","[('seru', 'iklann', 'skin'), ('iklann', 'skin', 'banyakk'), ('skin', 'banyakk', 'lukas'), ('banyakk', 'lukas', 'zilong'), ('lukas', 'zilong', 'lain'), ('zilong', 'lain', 'lain')]"
"['makin', 'ancor', 'laq', 'sekrang', 'bagus']","[('makin', 'ancor', 'laq'), ('ancor', 'laq', 'sekrang'), ('laq', 'sekrang', 'bagus')]"
"['makin', 'makin', 'buruk', 'selalu', 'lag', 'mulai', 'jengkel']","[('makin', 'makin', 'buruk'), ('makin', 'buruk', 'selalu'), ('buruk', 'selalu', 'lag'), ('selalu', 'lag', 'mulai'), ('lag', 'mulai', 'jengkel')]"
"['kenapa', 'musuh', 'skin', 'skin', 'gaje', 'sekarang']","[('kenapa', 'musuh', 'skin'), ('musuh', 'skin', 'skin'), ('skin', 'skin', 'gaje'), ('skin', 'gaje', 'sekarang')]"
"['jelas', 'sinyal', 'lag', 'dalem', 'buruk']","[('jelas', 'sinyal', 'lag'), ('sinyal', 'lag', 'dalem'), ('lag', 'dalem', 'buruk')]"
"['kon', 'ol', 'anjg', 'lag', 'parah', 'c', 'k']","[('kon', 'ol', 'anjg'), ('ol', 'anjg', 'lag'), ('anjg', 'lag', 'parah'), ('lag', 'parah', 'c'), ('parah', 'c', 'k')]"
"['lumayan', 'bagus', 'tipe', 'banget', 'rating', 'lebih', 'enak', 'king', 'segi', 'gamplay', 'bagus']","[('lumayan', 'bagus', 'tipe'), ('bagus', 'tipe', 'banget'), ('tipe', 'banget', 'rating'), ('banget', 'rating', 'lebih'), ('rating', 'lebih', 'enak'), ('lebih', 'enak', 'king'), ('enak', 'king', 'segi'), ('king', 'segi', 'gamplay'), ('segi', 'gamplay', 'bagus')]"
['draksistem'],[]
"['jelas', 'gelap', 'semua', 'gendong']","[('jelas', 'gelap', 'semua'), ('gelap', 'semua', 'gendong')]"
"['ilang', 'signal']",[]
"['woy', 'kenapa', 'makin', 'makin', 'lag', 'sinyal', 'pdhal', 'kouta', 'byk', 'sinyal', 'hijau', 'kenapa', 'lag', 'skin', 'banyak', 'lag', 'biarin']","[('woy', 'kenapa', 'makin'), ('kenapa', 'makin', 'makin'), ('makin', 'makin', 'lag'), ('makin', 'lag', 'sinyal'), ('lag', 'sinyal', 'pdhal'), ('sinyal', 'pdhal', 'kouta'), ('pdhal', 'kouta', 'byk'), ('kouta', 'byk', 'sinyal'), ('byk', 'sinyal', 'hijau'), ('sinyal', 'hijau', 'kenapa'), ('hijau', 'kenapa', 'lag'), ('kenapa', 'lag', 'skin'), ('lag', 'skin', 'banyak'), ('skin', 'banyak', 'lag'), ('banyak', 'lag', 'biarin')]"
"['seru', 'baru', 'seru', 'teman', 'cuma', 'punya', 'keluh', 'masa', 'tadi', 'sudah', 'chat', 'yatim', 'random', 'moga', 'ramah', 'semua']","[('seru', 'baru', 'seru'), ('baru', 'seru', 'teman'), ('seru', 'teman', 'cuma'), ('teman', 'cuma', 'punya'), ('cuma', 'punya', 'keluh'), ('punya', 'keluh', 'masa'), ('keluh', 'masa', 'tadi'), ('masa', 'tadi', 'sudah'), ('tadi', 'sudah', 'chat'), ('sudah', 'chat', 'yatim'), ('chat', 'yatim', 'random'), ('yatim', 'random', 'moga'), ('random', 'moga', 'ramah'), ('moga', 'ramah', 'semua')]"
"['season', 'sekarang', 'ngaco', 'auto', 'lag', 'pdhl', 'sinyal', 'wifi', 'amanalhasil', 'jd', 'kalah', 'jg', 'kacausll', 'troll']","[('season', 'sekarang', 'ngaco'), ('sekarang', 'ngaco', 'auto'), ('ngaco', 'auto', 'lag'), ('auto', 'lag', 'pdhl'), ('lag', 'pdhl', 'sinyal'), ('pdhl', 'sinyal', 'wifi'), ('sinyal', 'wifi', 'amanalhasil'), ('wifi', 'amanalhasil', 'jd'), ('amanalhasil', 'jd', 'kalah'), ('jd', 'kalah', 'jg'), ('kalah', 'jg', 'kacausll'), ('jg', 'kacausll', 'troll')]"
"['macthmaking', 'busuk', 'jelas', 'banget', 'beban', 'report', 'sedang', 'sungguh', 'sungguh', 'nak', 'report', 'aneh', 'mtyhic', 'atas', 'aneh', 'aneh', 'atur', 'aneh', 'mending', 'uninstal']","[('macthmaking', 'busuk', 'jelas'), ('busuk', 'jelas', 'banget'), ('jelas', 'banget', 'beban'), ('banget', 'beban', 'report'), ('beban', 'report', 'sedang'), ('report', 'sedang', 'sungguh'), ('sedang', 'sungguh', 'sungguh'), ('sungguh', 'sungguh', 'nak'), ('sungguh', 'nak', 'report'), ('nak', 'report', 'aneh'), ('report', 'aneh', 'mtyhic'), ('aneh', 'mtyhic', 'atas'), ('mtyhic', 'atas', 'aneh'), ('atas', 'aneh', 'aneh'), ('aneh', 'aneh', 'atur'), ('aneh', 'atur', 'aneh'), ('atur', 'aneh', 'mending'), ('aneh', 'mending', 'uninstal')]"
['bagus'],[]
"['bagus', 'bget', 'ramh', 'pk']","[('bagus', 'bget', 'ramh'), ('bget', 'ramh', 'pk')]"
"['sinyal', 'hijau', 'lag', 'sampai', 'afk']","[('sinyal', 'hijau', 'lag'), ('hijau', 'lag', 'sampai'), ('lag', 'sampai', 'afk')]"
"['legends', 'sekarang', 'suka', 'lag', 'gajelas', 'bagus', 'lag', 'sendiri', 'knapa']","[('legends', 'sekarang', 'suka'), ('sekarang', 'suka', 'lag'), ('suka', 'lag', 'gajelas'), ('lag', 'gajelas', 'bagus'), ('gajelas', 'bagus', 'lag'), ('bagus', 'lag', 'sendiri'), ('lag', 'sendiri', 'knapa')]"
"['sampah', 'jelas', 'beranta', 'ngatur', 'kikir', 'busuk']","[('sampah', 'jelas', 'beranta'), ('jelas', 'beranta', 'ngatur'), ('beranta', 'ngatur', 'kikir'), ('ngatur', 'kikir', 'busuk')]"
"['parah', 'kena', 'kredit', 'skor', 'bs', 'ranked', 'cma', 'gara', 'gara', 'kurang', 'bs', 'sperti', 'lain', 'biar', 'lancar', 'mending', 'pindah', 'king']","[('parah', 'kena', 'kredit'), ('kena', 'kredit', 'skor'), ('kredit', 'skor', 'bs'), ('skor', 'bs', 'ranked'), ('bs', 'ranked', 'cma'), ('ranked', 'cma', 'gara'), ('cma', 'gara', 'gara'), ('gara', 'gara', 'kurang'), ('gara', 'kurang', 'bs'), ('kurang', 'bs', 'sperti'), ('bs', 'sperti', 'lain'), ('sperti', 'lain', 'biar'), ('lain', 'biar', 'lancar'), ('biar', 'lancar', 'mending'), ('lancar', 'mending', 'pindah'), ('mending', 'pindah', 'king')]"
['bagus'],[]
"['ngomong', 'tosix', 'sopan', 'kasihan', 'anak', 'anak', 'bawah', 'umur', 'bilang', 'mundur', 'mundur', 'lostreek', 'kualitas', 'bagus', 'mending', 'lain', 'mati', 'suri']","[('ngomong', 'tosix', 'sopan'), ('tosix', 'sopan', 'kasihan'), ('sopan', 'kasihan', 'anak'), ('kasihan', 'anak', 'anak'), ('anak', 'anak', 'bawah'), ('anak', 'bawah', 'umur'), ('bawah', 'umur', 'bilang'), ('umur', 'bilang', 'mundur'), ('bilang', 'mundur', 'mundur'), ('mundur', 'mundur', 'lostreek'), ('mundur', 'lostreek', 'kualitas'), ('lostreek', 'kualitas', 'bagus'), ('kualitas', 'bagus', 'mending'), ('bagus', 'mending', 'lain'), ('mending', 'lain', 'mati'), ('lain', 'mati', 'suri')]"
"['masa', 'iya', 'ketemu', 'trio', 'gitu', 'duoyg', 'imbang']","[('masa', 'iya', 'ketemu'), ('iya', 'ketemu', 'trio'), ('ketemu', 'trio', 'gitu'), ('trio', 'gitu', 'duoyg'), ('gitu', 'duoyg', 'imbang')]"
"['kalah', 'naik', 'legendmonton', 'kecewa']","[('kalah', 'naik', 'legendmonton'), ('naik', 'legendmonton', 'kecewa')]"
['haji'],[]
"['beri', 'ma', 'en', 'tolol', 'semua']","[('beri', 'ma', 'en'), ('ma', 'en', 'tolol'), ('en', 'tolol', 'semua')]"
['lumayan'],[]
"['bento', 'banyak', 'bot']","[('bento', 'banyak', 'bot')]"
"['ehh', 'poke', 'punya', 'apk', 'baharu', 'update', 'tan', 'benar', 'emosi', 'ping', 'stabil', 'fress', 'kwk', 'laq', 'laku', 'lalai', 'update']","[('ehh', 'poke', 'punya'), ('poke', 'punya', 'apk'), ('punya', 'apk', 'baharu'), ('apk', 'baharu', 'update'), ('baharu', 'update', 'tan'), ('update', 'tan', 'benar'), ('tan', 'benar', 'emosi'), ('benar', 'emosi', 'ping'), ('emosi', 'ping', 'stabil'), ('ping', 'stabil', 'fress'), ('stabil', 'fress', 'kwk'), ('fress', 'kwk', 'laq'), ('kwk', 'laq', 'laku'), ('laq', 'laku', 'lalai'), ('laku', 'lalai', 'update')]"
"['aneh', 'sekarang', 'mulai', 'mact', 'tulis', 'reconet', 'sinyal', 'bagus', 'winstrake', 'hancur', 'gara', 'gara', 'haduh', 'mohon', 'perhatianya']","[('aneh', 'sekarang', 'mulai'), ('sekarang', 'mulai', 'mact'), ('mulai', 'mact', 'tulis'), ('mact', 'tulis', 'reconet'), ('tulis', 'reconet', 'sinyal'), ('reconet', 'sinyal', 'bagus'), ('sinyal', 'bagus', 'winstrake'), ('bagus', 'winstrake', 'hancur'), ('winstrake', 'hancur', 'gara'), ('hancur', 'gara', 'gara'), ('gara', 'gara', 'haduh'), ('gara', 'haduh', 'mohon'), ('haduh', 'mohon', 'perhatianya')]"
"['akhir', 'bug', 'jelas', 'sampai', 'late', 'mainin', 'lancar', 'suka', 'lag', 'sungguh', 'masuk', 'akal', 'tolong', 'baik']","[('akhir', 'bug', 'jelas'), ('bug', 'jelas', 'sampai'), ('jelas', 'sampai', 'late'), ('sampai', 'late', 'mainin'), ('late', 'mainin', 'lancar'), ('mainin', 'lancar', 'suka'), ('lancar', 'suka', 'lag'), ('suka', 'lag', 'sungguh'), ('lag', 'sungguh', 'masuk'), ('sungguh', 'masuk', 'akal'), ('masuk', 'akal', 'tolong'), ('akal', 'tolong', 'baik')]"
"['coba', 'tambahin', 'ngirim', 'battle', 'poin', 'biar', 'ngirim', 'teman']","[('coba', 'tambahin', 'ngirim'), ('tambahin', 'ngirim', 'battle'), ('ngirim', 'battle', 'poin'), ('battle', 'poin', 'biar'), ('poin', 'biar', 'ngirim'), ('biar', 'ngirim', 'teman')]"
"['bagus', 'keren', 'bagus', 'bagus', 'balik', 'jembut', 'buruk', 'buruk']","[('bagus', 'keren', 'bagus'), ('keren', 'bagus', 'bagus'), ('bagus', 'bagus', 'balik'), ('bagus', 'balik', 'jembut'), ('balik', 'jembut', 'buruk'), ('jembut', 'buruk', 'buruk')]"
"['makin', 'makin', 'jelas', 'masalah', 'jelek', 'banget', 'stabil', 'suka', 'lag', 'tibajadi', 'makin', 'males', 'update', 'makin', 'gede', 'mb', 'baik', 'sudah', 'waras']","[('makin', 'makin', 'jelas'), ('makin', 'jelas', 'masalah'), ('jelas', 'masalah', 'jelek'), ('masalah', 'jelek', 'banget'), ('jelek', 'banget', 'stabil'), ('banget', 'stabil', 'suka'), ('stabil', 'suka', 'lag'), ('suka', 'lag', 'tibajadi'), ('lag', 'tibajadi', 'makin'), ('tibajadi', 'makin', 'males'), ('makin', 'males', 'update'), ('males', 'update', 'makin'), ('update', 'makin', 'gede'), ('makin', 'gede', 'mb'), ('gede', 'mb', 'baik'), ('mb', 'baik', 'sudah'), ('baik', 'sudah', 'waras')]"
"['waw', 'seru']",[]
"['mantap', 'bagus', 'banget', 'ws', 'alhamdulillah']","[('mantap', 'bagus', 'banget'), ('bagus', 'banget', 'ws'), ('banget', 'ws', 'alhamdulillah')]"
"['bagussihh', 'tolong', 'gelap', 'hapus']","[('bagussihh', 'tolong', 'gelap'), ('tolong', 'gelap', 'hapus')]"
"['sukak', 'user', 'franko', 'tari', 'maut', 'langsung', 'kena', 'lord']","[('sukak', 'user', 'franko'), ('user', 'franko', 'tari'), ('franko', 'tari', 'maut'), ('tari', 'maut', 'langsung'), ('maut', 'langsung', 'kena'), ('langsung', 'kena', 'lord')]"
"['sedot', 'makin', 'makin', 'jelek', 'makin', 'buruk', 'full', 'leq', 'bnyak', 'bug']","[('sedot', 'makin', 'makin'), ('makin', 'makin', 'jelek'), ('makin', 'jelek', 'makin'), ('jelek', 'makin', 'buruk'), ('makin', 'buruk', 'full'), ('buruk', 'full', 'leq'), ('full', 'leq', 'bnyak'), ('leq', 'bnyak', 'bug')]"
"['moga', 'bagus']",[]
"['buruk', 'banyak', 'draksistem', 'buruk', 'pernah']","[('buruk', 'banyak', 'draksistem'), ('banyak', 'draksistem', 'buruk'), ('draksistem', 'buruk', 'pernah')]"
"['makin', 'lama', 'makin', 'anj', 'bagus', 'stabil', 'gabisa', 'gerak', 'pencet', 'bilang', 'buruk', 'muncul', 'bagusstabil', 'jelas', 'musuh', 'party', 'posisi', 'menang', 'hubung', 'ulang', 'make', 'kuota']","[('makin', 'lama', 'makin'), ('lama', 'makin', 'anj'), ('makin', 'anj', 'bagus'), ('anj', 'bagus', 'stabil'), ('bagus', 'stabil', 'gabisa'), ('stabil', 'gabisa', 'gerak'), ('gabisa', 'gerak', 'pencet'), ('gerak', 'pencet', 'bilang'), ('pencet', 'bilang', 'buruk'), ('bilang', 'buruk', 'muncul'), ('buruk', 'muncul', 'bagusstabil'), ('muncul', 'bagusstabil', 'jelas'), ('bagusstabil', 'jelas', 'musuh'), ('jelas', 'musuh', 'party'), ('musuh', 'party', 'posisi'), ('party', 'posisi', 'menang'), ('posisi', 'menang', 'hubung'), ('menang', 'hubung', 'ulang'), ('hubung', 'ulang', 'make'), ('ulang', 'make', 'kuota')]"
"['rusak', 'bug', 'afk', 'bodo']","[('rusak', 'bug', 'afk'), ('bug', 'afk', 'bodo')]"
"['bagus', 'banget', 'bos']","[('bagus', 'banget', 'bos')]"
"['keri', 'gs', 'jangn', 'coba', 'adik', 'mainnin', 'lama', 'bulan', 'lebih', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'lebih', 'habus', 'baik', 'kesehatanmental']","[('keri', 'gs', 'jangn'), ('gs', 'jangn', 'coba'), ('jangn', 'coba', 'adik'), ('coba', 'adik', 'mainnin'), ('adik', 'mainnin', 'lama'), ('mainnin', 'lama', 'bulan'), ('lama', 'bulan', 'lebih'), ('bulan', 'lebih', 'masuk'), ('lebih', 'masuk', 'rumah'), ('masuk', 'rumah', 'sakit'), ('rumah', 'sakit', 'jiwa'), ('sakit', 'jiwa', 'setress'), ('jiwa', 'setress', 'lebih'), ('setress', 'lebih', 'habus'), ('lebih', 'habus', 'baik'), ('habus', 'baik', 'kesehatanmental')]"
"['hadeuh', 'mah', 'seru', 'stres', 'wortit', 'banget', 'apalgi', 'sengaja', 'banget', 'kasi', 'gelap', 'gelap', 'melulu', 'tambah', 'sinyal', 'bagus', 'lag', 'lag']","[('hadeuh', 'mah', 'seru'), ('mah', 'seru', 'stres'), ('seru', 'stres', 'wortit'), ('stres', 'wortit', 'banget'), ('wortit', 'banget', 'apalgi'), ('banget', 'apalgi', 'sengaja'), ('apalgi', 'sengaja', 'banget'), ('sengaja', 'banget', 'kasi'), ('banget', 'kasi', 'gelap'), ('kasi', 'gelap', 'gelap'), ('gelap', 'gelap', 'melulu'), ('gelap', 'melulu', 'tambah'), ('melulu', 'tambah', 'sinyal'), ('tambah', 'sinyal', 'bagus'), ('sinyal', 'bagus', 'lag'), ('bagus', 'lag', 'lag')]"
"['makin', 'update', 'lag', 'enak', 'khusus', 'mending', 'usah', 'maksa', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'tod']","[('makin', 'update', 'lag'), ('update', 'lag', 'enak'), ('lag', 'enak', 'khusus'), ('enak', 'khusus', 'mending'), ('khusus', 'mending', 'usah'), ('mending', 'usah', 'maksa'), ('usah', 'maksa', 'yaudah'), ('maksa', 'yaudah', 'awas'), ('yaudah', 'awas', 'darah'), ('awas', 'darah', 'tinggi'), ('darah', 'tinggi', 'bubarin'), ('tinggi', 'bubarin', 'tod')]"
"['seru', 'cari', 'teman', 'pacar']","[('seru', 'cari', 'teman'), ('cari', 'teman', 'pacar')]"
['seru'],[]
"['moga', 'sabar', 'tinggi', 'serta', 'semua', 'domzz', 'stay']","[('moga', 'sabar', 'tinggi'), ('sabar', 'tinggi', 'serta'), ('tinggi', 'serta', 'semua'), ('serta', 'semua', 'domzz'), ('semua', 'domzz', 'stay')]"
"['seru', 'epic', 'moga', 'onic']","[('seru', 'epic', 'moga'), ('epic', 'moga', 'onic')]"
"['lovyu', 'muntun', 'akun', 'balik', 'cs', 'bgus', 'banget', 'banget', 'banget', 'lovyu', 'muntun']","[('lovyu', 'muntun', 'akun'), ('muntun', 'akun', 'balik'), ('akun', 'balik', 'cs'), ('balik', 'cs', 'bgus'), ('cs', 'bgus', 'banget'), ('bgus', 'banget', 'banget'), ('banget', 'banget', 'banget'), ('banget', 'banget', 'lovyu'), ('banget', 'lovyu', 'muntun')]"
"['jangan', 'guys', 'haram', 'isi', 'gelap', 'selalu', 'kalah', 'adil', 'scak', 'epic', 'gegera', 'gelap', 'tolong', 'pisahin', 'gelap', 'kikirr', 'emosi', 'bukan', 'ngilangin', 'stres', 'tambah', 'stres', 'haram', 'kikir', 'poke', 'adil', 'ngepus', 'sampai', 'imo', 'nyata', 'kalah', 'haram', 'tolong', 'not', 'mending', 'free', 'fire', 'lose', 'treak', 'cape', 'epic', 'tolong', 'bagus']","[('jangan', 'guys', 'haram'), ('guys', 'haram', 'isi'), ('haram', 'isi', 'gelap'), ('isi', 'gelap', 'selalu'), ('gelap', 'selalu', 'kalah'), ('selalu', 'kalah', 'adil'), ('kalah', 'adil', 'scak'), ('adil', 'scak', 'epic'), ('scak', 'epic', 'gegera'), ('epic', 'gegera', 'gelap'), ('gegera', 'gelap', 'tolong'), ('gelap', 'tolong', 'pisahin'), ('tolong', 'pisahin', 'gelap'), ('pisahin', 'gelap', 'kikirr'), ('gelap', 'kikirr', 'emosi'), ('kikirr', 'emosi', 'bukan'), ('emosi', 'bukan', 'ngilangin'), ('bukan', 'ngilangin', 'stres'), ('ngilangin', 'stres', 'tambah'), ('stres', 'tambah', 'stres'), ('tambah', 'stres', 'haram'), ('stres', 'haram', 'kikir'), ('haram', 'kikir', 'poke'), ('kikir', 'poke', 'adil'), ('poke', 'adil', 'ngepus'), ('adil', 'ngepus', 'sampai'), ('ngepus', 'sampai', 'imo'), ('sampai', 'imo', 'nyata'), ('imo', 'nyata', 'kalah'), ('nyata', 'kalah', 'haram'), ('kalah', 'haram', 'tolong'), ('haram', 'tolong', 'not'), ('tolong', 'not', 'mending'), ('not', 'mending', 'free'), ('mending', 'free', 'fire'), ('free', 'fire', 'lose'), ('fire', 'lose', 'treak'), ('lose', 'treak', 'cape'), ('treak', 'cape', 'epic'), ('cape', 'epic', 'tolong'), ('epic', 'tolong', 'bagus')]"
"['legends', 'nggk', 'mobil', 'aplikasi', 'nggk', 'didonwloadya', 'mungkin', 'nokia', 'hehe']","[('legends', 'nggk', 'mobil'), ('nggk', 'mobil', 'aplikasi'), ('mobil', 'aplikasi', 'nggk'), ('aplikasi', 'nggk', 'didonwloadya'), ('nggk', 'didonwloadya', 'mungkin'), ('didonwloadya', 'mungkin', 'nokia'), ('mungkin', 'nokia', 'hehe')]"
"['kontribusi', 'playernya', 'toxic', 'trs', 'wifi', 'lag', 'scroll', 'yt', 'tiktok', 'lag']","[('kontribusi', 'playernya', 'toxic'), ('playernya', 'toxic', 'trs'), ('toxic', 'trs', 'wifi'), ('trs', 'wifi', 'lag'), ('wifi', 'lag', 'scroll'), ('lag', 'scroll', 'yt'), ('scroll', 'yt', 'tiktok'), ('yt', 'tiktok', 'lag')]"
"['makin', 'jelas', 'resah', 'tambah', 'makin', 'banyak', 'draksistem', 'adalagi', 'bila', 'bintang', 'ketemu', 'trol', 'makin', 'makin', 'bb']","[('makin', 'jelas', 'resah'), ('jelas', 'resah', 'tambah'), ('resah', 'tambah', 'makin'), ('tambah', 'makin', 'banyak'), ('makin', 'banyak', 'draksistem'), ('banyak', 'draksistem', 'adalagi'), ('draksistem', 'adalagi', 'bila'), ('adalagi', 'bila', 'bintang'), ('bila', 'bintang', 'ketemu'), ('bintang', 'ketemu', 'trol'), ('ketemu', 'trol', 'makin'), ('trol', 'makin', 'makin'), ('makin', 'makin', 'bb')]"
"['najis', 'bug', 'lol', 'emosi', 'rusak', 'bug', 'buka', 'aplikasi', 'lain', 'lancar', 'jaya', 'kocak']","[('najis', 'bug', 'lol'), ('bug', 'lol', 'emosi'), ('lol', 'emosi', 'rusak'), ('emosi', 'rusak', 'bug'), ('rusak', 'bug', 'buka'), ('bug', 'buka', 'aplikasi'), ('buka', 'aplikasi', 'lain'), ('aplikasi', 'lain', 'lancar'), ('lain', 'lancar', 'jaya'), ('lancar', 'jaya', 'kocak')]"
"['gonta', 'ganti', 'provider', 'clasic', 'super', 'lag', 'niat', 'cari', 'hibur', 'emosi', 'uninstall', 'males']","[('gonta', 'ganti', 'provider'), ('ganti', 'provider', 'clasic'), ('provider', 'clasic', 'super'), ('clasic', 'super', 'lag'), ('super', 'lag', 'niat'), ('lag', 'niat', 'cari'), ('niat', 'cari', 'hibur'), ('cari', 'hibur', 'emosi'), ('hibur', 'emosi', 'uninstall'), ('emosi', 'uninstall', 'males')]"
"['merah', 'bgs', 'classic', 'bagus', 'kacau', 'skrng', 'bagus']","[('merah', 'bgs', 'classic'), ('bgs', 'classic', 'bagus'), ('classic', 'bagus', 'kacau'), ('bagus', 'kacau', 'skrng'), ('kacau', 'skrng', 'bagus')]"
"['hello', 'justin', 'yuan', 'and', 'watson', 'xu', 'zhenhua', 'will', 'never', 'read', 'letter', 'al', 'jabar', 'you', 'm', 'already', 'hurt', 'by', 'you', 'so', 'congratulations', 'on', 'what', 'will', 'happen', 'pain', 'that', 'why']","[('hello', 'justin', 'yuan'), ('justin', 'yuan', 'and'), ('yuan', 'and', 'watson'), ('and', 'watson', 'xu'), ('watson', 'xu', 'zhenhua'), ('xu', 'zhenhua', 'will'), ('zhenhua', 'will', 'never'), ('will', 'never', 'read'), ('never', 'read', 'letter'), ('read', 'letter', 'al'), ('letter', 'al', 'jabar'), ('al', 'jabar', 'you'), ('jabar', 'you', 'm'), ('you', 'm', 'already'), ('m', 'already', 'hurt'), ('already', 'hurt', 'by'), ('hurt', 'by', 'you'), ('by', 'you', 'so'), ('you', 'so', 'congratulations'), ('so', 'congratulations', 'on'), ('congratulations', 'on', 'what'), ('on', 'what', 'will'), ('what', 'will', 'happen'), ('will', 'happen', 'pain'), ('happen', 'pain', 'that'), ('pain', 'that', 'why')]"
"['kece', 'badai']",[]
"['ngasi', 'teman', 'tu', 'benar', 'gausah', 'kawan', 'epik', 'lawan', 'glory', 'imbang', 'menang', 'kalah', 'sampek', 'imbang', 'kawan', 'lawan', 'cuihh']","[('ngasi', 'teman', 'tu'), ('teman', 'tu', 'benar'), ('tu', 'benar', 'gausah'), ('benar', 'gausah', 'kawan'), ('gausah', 'kawan', 'epik'), ('kawan', 'epik', 'lawan'), ('epik', 'lawan', 'glory'), ('lawan', 'glory', 'imbang'), ('glory', 'imbang', 'menang'), ('imbang', 'menang', 'kalah'), ('menang', 'kalah', 'sampek'), ('kalah', 'sampek', 'imbang'), ('sampek', 'imbang', 'kawan'), ('imbang', 'kawan', 'lawan'), ('kawan', 'lawan', 'cuihh')]"
"['sip', 'bagus']",[]
"['kadang', 'kadang', 'emosi']","[('kadang', 'kadang', 'emosi')]"
['seru'],[]
"['lumayan', 'agak', 'agak', 'lag']","[('lumayan', 'agak', 'agak'), ('agak', 'agak', 'lag')]"
"['bjirr', 'baru', 'bulan', 'epic']","[('bjirr', 'baru', 'bulan'), ('baru', 'bulan', 'epic')]"
"['ygy', 'donlowd', 'usak', 'mentaly', 'saling', 'ngejek', 'toxic', 'recal', 'ramah', 'dikill', 'musuh', 'lansung', 'lanjut', 'cril', 'mah', 'ngetik', 'dikill', 'musuh', 'omongin', 'pou', 'recal', 'ygy', 'jgn', 'donlowd', 'banke', 'tolol', 'idiot', 'montod']","[('ygy', 'donlowd', 'usak'), ('donlowd', 'usak', 'mentaly'), ('usak', 'mentaly', 'saling'), ('mentaly', 'saling', 'ngejek'), ('saling', 'ngejek', 'toxic'), ('ngejek', 'toxic', 'recal'), ('toxic', 'recal', 'ramah'), ('recal', 'ramah', 'dikill'), ('ramah', 'dikill', 'musuh'), ('dikill', 'musuh', 'lansung'), ('musuh', 'lansung', 'lanjut'), ('lansung', 'lanjut', 'cril'), ('lanjut', 'cril', 'mah'), ('cril', 'mah', 'ngetik'), ('mah', 'ngetik', 'dikill'), ('ngetik', 'dikill', 'musuh'), ('dikill', 'musuh', 'omongin'), ('musuh', 'omongin', 'pou'), ('omongin', 'pou', 'recal'), ('pou', 'recal', 'ygy'), ('recal', 'ygy', 'jgn'), ('ygy', 'jgn', 'donlowd'), ('jgn', 'donlowd', 'banke'), ('donlowd', 'banke', 'tolol'), ('banke', 'tolol', 'idiot'), ('tolol', 'idiot', 'montod')]"
"['win', 'lose', 'gitu', 'sampai', 'tres', 'sekarang', 'sudah', 'hapus', 'tres']","[('win', 'lose', 'gitu'), ('lose', 'gitu', 'sampai'), ('gitu', 'sampai', 'tres'), ('sampai', 'tres', 'sekarang'), ('tres', 'sekarang', 'sudah'), ('sekarang', 'sudah', 'hapus'), ('sudah', 'hapus', 'tres')]"
"['buruk', 'sinyal', 'bagus', 'lag', 'lag', 'riport', 'sudah', 'bagus', 'sinyal', 'cok', 'cek', 'sudah', 'bagus', 'abang']","[('buruk', 'sinyal', 'bagus'), ('sinyal', 'bagus', 'lag'), ('bagus', 'lag', 'lag'), ('lag', 'lag', 'riport'), ('lag', 'riport', 'sudah'), ('riport', 'sudah', 'bagus'), ('sudah', 'bagus', 'sinyal'), ('bagus', 'sinyal', 'cok'), ('sinyal', 'cok', 'cek'), ('cok', 'cek', 'sudah'), ('cek', 'sudah', 'bagus'), ('sudah', 'bagus', 'abang')]"
